Авантюрист;http://inostrankabooks.ru/img/book/w240/978-5-389-05027-3.jpg;Романтическая коллекция (Издательство «Иностранка»);Барбара Картленд;Купить электронную книгу:&nbsp,&nbsp,  Когда-то Фрэнк сбежал из отчего дома, где его больше ничто не удерживало. Годами он плыл по воле волн, полагаясь на свое обаяние, чтобы выжить, и не стыдясь пользовался любовью женщин, которые встречались на его пути. Все изменилось, когда он встретил Хельгу. Но судьба надолго разлучила влюбленных…;http://inostrankabooks.ru/ru/book/18255/
Разбитое сердце;http://inostrankabooks.ru/img/book/w240/978-5-389-04594-1.jpg;Романтическая коллекция (Издательство «Иностранка»);Барбара Картленд;Купить электронную книгу:&nbsp,&nbsp, Барбара Картленд – королева любовного романа, написавшая более 700 книг, которые переведены на 38 языков и стали основой для экранизаций. Книга рекордов Гиннесса отмечает ее как самую успешную писательницу Великобритании. Яркие и захватывающие, полные нежности и романтики произведения этой экстравагантной англичанки, обожавшей светскую жизнь, розовые платья и пекинесов, навсегда пленили сердца миллионов женщин во всем мире. На сегодняшний день продано более миллиарда экземпляров книг Барбары Картленд. Брошенная своим любимым Тимом Мела, оставив родную Канаду, отправляется в Англию, чтобы работать у своего дяди, члена правительства Великобритании. Но по прибытии она узнает, что он погиб во время бомбардировки Лондона немцами. Со смертью дяди связаны таинственные обстоятельства, и Мела намерена расследовать их с помощью друга и сотрудника покойного, Питера Флактона. Оказавшись по собственной вине в двусмысленной ситуации, она решает выйти замуж за Флактона, чтобы спасти его репутацию…;http://inostrankabooks.ru/ru/book/18351/
Волосы: мода и фантазия;http://inostrankabooks.ru/img/book/w240/978-5-389-06983-1.jpg;Век моды (Издательство «КоЛибри»);Лорен Филиппон; Знаменитый стилист Лоран Филиппон уверен, что парикмахерское искусство не знает границ. Он рассказывает о разных видах причесок и их роли в истории моды. В книге собраны воспоминания о блистательных фигурах фэшн-индустрии и шоу-бизнеса – Кейт Мосс, Карле Лагерфельде, Видале Сассуне, Бьорк, Дите фон Тиз. Вы узнаете, как трансформировался образ звезд сцены и подиума, какие эксперименты с внешностью проводили будущие знаменитые модели, стилисты и фотографы и как великие мастера, опираясь на опыт прошлого, устраивали переворот в мире моды.Волосы, в отличие от любой другой черты нашего облика, мы можем изменить, и эти перемены не будут непоправимыми. Захотим – сделаем пышную прическу, захотим – гладкую и скромную: все зависит от того, нужно ли нам подчеркнуть свою индивидуальность, привлечь внимание или просто соответствовать своему настроению.На самом деле волосы подобны удостоверению личности, по ним сразу понятно, что за человек перед вами. В некоторых регионах Африки по прическе можно даже прочитать историю жизни...Мне помогали создавать эту книгу фотографы, стилисты, модели и другие профессионалы, которые порадуют и удивят вас. Безусловно, я сам принял важное участие в ее написании, соединив в общий слаженный хор множество отдельных голосов. Эта книга станет для вас источником знаний и вдохновения и приведет в боевую готовность ваш творческий дух.Лоран Филиппон;http://inostrankabooks.ru/ru/book/21211/
Пламя любви;http://inostrankabooks.ru/img/book/w240/978-5-389-05018-1.jpg;Романтическая коллекция (Издательство «Иностранка»);Барбара Картленд;Купить электронную книгу:&nbsp,&nbsp, Проведя несколько лет за границей, Мона возвращается в Англию. Она потеряла любимого, и одинокое будущее пугает ее, но на родине ее ждет мать, здесь она найдет старых и новых друзей. Мона молода, все так же прекрасна и полна жизни, вот только призраки прошлого следуют за ней по пятам. В трудную минуту человек, в котором она прежде видела едва ли не врага, готов предложить ей свою поддержку, а может быть, и нечто большее…;http://inostrankabooks.ru/ru/book/18257/
Анонимный юрист;http://inostrankabooks.ru/img/book/w240/978-5-389-01053-6.jpg;Отдельные проекты (Издательство «Иностранка»);Джереми Блэчмен; Герой книги — заносчивый, желчный партнер престижной нью-йоркской юридической фирмы, метящий в директора. Желание стать главой фирмы борется в нем с неутолимой потребностью за глаза поливать грязью ее сотрудников. Он заводит блог под названием Анонимный Юрист, в котором со смаком перемывает кости своим коллегам. Угроза разоблачения, висящая над потенциальным боссом, составляет главный нерв остроумного и едкого повествования — смеси блоговских заметок с имейлами, которыми герой обменивается с собственной племянницей и читателями блога.2011-05-01Президент Медведев недавно сказал, что у нас слишком много юристов.	2011-04-01Джереми Блэчмен закончил Гарвардскую школу права, но успеха на юридическом поприще не снискал. Зато его блог в Интернете пользуется большой популярностью, привлекая ежемесячно 100 тысяч пользователей. Дебютный роман Блэчмена "Анонимный юрист" построен на лучших спичах и шутках из его блогерских постов.	2011-02-11Партнер крупной юридической фирмы изливает на страницы блога желчь, накопившуюся за 18 лет борьбы за директорской кресло.	2010-12-01Юрист, выдуманный, а вот блог, в форму которого облечен этот роман, вполне себе настоящий - выпускник Гарвардской школы права Джереми Блэчмен вел его около пяти лет, иронизируя над изнанкой юридического бизнеса от имени амбициозного директора по персоналу "Анонимной фирмы"	;http://inostrankabooks.ru/ru/book/12364/
Повинная голова;http://inostrankabooks.ru/img/book/w240/978-5-389-01744-3.jpg;Отдельные проекты (Издательство «Иностранка»);Ромен Гари; Авантюрист Кон со своей возлюбленной, сладострастной Меевой, наслаждается жизнью на Таити, зарабатывая мошенничествами, самым доходным из которых оказывается “налог на Гогена”… Но кто на самом деле этот Кон, чья “повинная голова”стала ставкой в беспощадной борьбе спецслужб? Какое преступление надеется он искупить в первозданном земном раю, пытаясь ускользнуть от Истории и самого себя?2011-08-12Авантюрист Кон прекрасно живет на Таити, зарабатывая мошенничеством. Но оказывается , что он неспроста  обосновался в этом раю и есть люди, которые готовы на многое, чтобы его изгнать.	2011-04-28Авантюрист Кон со своей возлюбленной, сладострастной Меевой, наслаждается жизнью на Таити, зарабатывая мошенничествами, самым доходным из которых оказывается “налог на Гогена”… Но кто на самом деле этот Кон, чья “повинная голова” стала ставкой в беспощадной борьбе спецслужб? Какое преступление надеется он искупить в первозданном земном раю, пытаясь ускользнуть от Истории и самого себя?	2011-04-01Авантюрист Кон мечтает сравняться в циничной беспечности с испанскими жуликами 17 века, прозванными пикаро.	;http://inostrankabooks.ru/ru/book/56/
Антихриста;http://inostrankabooks.ru/img/book/w240/978-5-389-01581-4.jpg;Отдельные проекты (Издательство «Иностранка»);Амели Нотомб;Купить электронную книгу:&nbsp,&nbsp, Лихо закрученный, почти детективный сюжет “Антихристы” рождает множество ассоциаций — от Библии до “Тартюфа”. И вся эта тяжелая артиллерия пущена в ход ради победы девочки-подростка над пронырливой подругой, постепенно захватывающей ее жизненное пространство. А заодно — и над самой собой, над своими иллюзиями и искушениями. Две юные героини — как почти везде у Амели Нотомб — вступают в схватку не на жизнь, а на смерть. Обеим по шестнадцать лет, но одна уже расцвела, а другая даже не верит, что это когда-нибудь произойдет. Гусеница смотрит на бабочку как завороженная, потому что красота для нее важнее всего. Но как только, опомнившись, она пускает в ход свое пока что единственное оружие — холодный ибезжалостный ум, — интрига стремительно набирает обороты.;http://inostrankabooks.ru/ru/book/145/
Луна над Эдемом;http://inostrankabooks.ru/img/book/w240/978-5-389-05022-8.jpg;Романтическая коллекция (Издательство «Иностранка»);Барбара Картленд;Купить электронную книгу:&nbsp,&nbsp, Властный и богатый лорд Хокстон поручил заботам племянника свои чайные плантации на Цейлоне. Чтобы не дать молодому человеку затосковать в глуши и уберечь его от соблазнов, он нашел ему жену — благоразумную дочь бедного священника. Из чувства долга перед семьей девушка готова выйти замуж за незнакомца. Хокстон поразил ее своей щедростью и добротой, и она всей душой надеется, что племянник похож на дядю. Но путешествие по прекрасному экзотическому острову сулит много открытий, будущее полно неведомых опасностей, и юной Доминике, и гордому лорду многое предстоит узнать и понять, прежде чем они сумеют открыть друг другу свои сердечные тайны…;http://inostrankabooks.ru/ru/book/18322/
Неразгаданное сердце;http://inostrankabooks.ru/img/book/w240/978-5-389-05019-8.jpg;Романтическая коллекция (Издательство «Иностранка»);Барбара Картленд;Купить электронную книгу:&nbsp,&nbsp, Жестокая мать, мечтающая породниться с английской знатью, угрозами вынуждает богатую американку Вирджиниювыйти замуж за будущего герцога. Девушка никогда не видела своего знатного жениха, но она знает, что ему нужны толькоее деньги, и заранее готова возненавидеть презренного охотника за приданым. Вирджиния сознает, насколько онанепривлекательна, и все же мечтает о настоящей любви…;http://inostrankabooks.ru/ru/book/18149/
Взбалмошная герцогиня;http://inostrankabooks.ru/img/book/w240/978-5-389-08146-8.jpg;Романтическая коллекция (Издательство «Иностранка»);Барбара Картленд;Купить электронную книгу:&nbsp,&nbsp, Герцог Уорминстер всегда сторонился женщин. Многие считали его сухарем. Однажды, оказавшись в Шотландии, он согласился подвезти в своем экипаже пожилую даму. Но во время поездки выяснилось, что его попутчица — юная очаровательная девушка. Герцог вынужден прийти ей на помощь. Если бы он только знал, к каким опасным приключениям приведет эта нечаянная встреча…;http://inostrankabooks.ru/ru/book/21855/
Нубийский принц;http://inostrankabooks.ru/img/book/w240/978-5-389-00646-1.jpg;Отдельные проекты (Издательство «Иностранка»);Хуан Бонилья; Когда героя этой книги спрашивают, чем он занимается, тот отвечает совершенно искренне, что его миссия, заставляющая его колесить по свету, — спасать красоту. На практике, однако, это означает поставку нелегальных иммигрантов в Клуб — тайный элитный бордель с филиалами по всему миру. Работа ладится, счет “трофеев” растет (как и счет в банке), пока на пути циничного “спасателя” не попадается красавец нубиец, настоящий юный принц — могучий, цельный… и неукротимый в своей ярости.Я посвятил себя спасению человеческих жизней. Ни больше, ни меньше. Звучит чересчур  высокопарно,  но я действительно их спасал, и размер моего вознаграждения зависел от количества спасенных…Хуан Бонилья «Нубийский принц»2010-02-24Дни и ночи напролет колесит Моисее Фруассар Кальдерон по странам третьего мира, спасая, ни много ни мало, человеческие жизни. Правда, чудесное спасение ожидает только самых красивых.	2010-02-24Хуан Бонилья «Нубийский принц» -- эта книга вышла в издательстве «Иностранная литература». «Секс бывает профессией. Любовь - никогда» - эта краткая надпись на обложке романа - по существу полное и точное описание его содержания.	2009-10-21Вопреки звучному названию и эффектной обложке, главный герой этого страстного средиземноморского романа — не чернокожий красавец, а гораздо менее привлекательный персонаж — испанец по имени Мойсес Фруассар.	;http://inostrankabooks.ru/ru/book/839/
Отдамся в хорошие руки;http://inostrankabooks.ru/img/book/w240/978-5-389-00632-4.jpg;Отдельные проекты (Издательство «Иностранка»);Тама Яновиц; Роман “Отдамся в хорошие руки” повествует о приключениях взбалмошного семейства Сливенович, обитающего в трейлере в богом забытой американской глуши. Члены семейства, каждый по-своему, пытаются вырваться из ими же самими созданного бедлама. По старой доброй традиции они едут на запад, то и дело попадая в невероятные ситуации, и в конце концов обретают город своей мечты.2010-07-09Однако по мотивам ее наиболее яркого романа «Отдамся в хорошие руки» снят фильм именно в России	2010-01-12Не так давно этот роман был популярен в Америке. Это пример современной американской прозы - взгляд на нищую американскую семью глазами представителя нью-йоркской богемы, пытающегося прикрыть все проблемы легкой иронией и хеппи-эндом. 	2009-10-16Те, кто читал книгу Тамы Яновиц «На прибрежье Гитчи-Гюми», могут не волноваться: это тот же самый роман в том же самом переводе, только выпущенный под новым названием к выходу экранизации.	;http://inostrankabooks.ru/ru/book/858/
Идущие на смерть приветствуют тебя;http://inostrankabooks.ru/img/book/w240/978-5-389-00316-3.jpg;Отдельные проекты (Издательство «Иностранка»);Данила Комастри Монтанари; “Идущие на смерть приветствуют тебя” – второй после “Проклятия рода Плавциев” роман из знаменитого исторического цикла Данилы Комастри Монтанари о римском сенаторе Публии Аврелии Стации. Публий Аврелий – убежденный эпикуреец, поклонник прекрасного пола и прирожденный детектив. За плечами у него служба в императорских войсках, дальние странствия, бурные заседания в сенате. Весь Рим собрался в амфитеатре Статилия Тавра на Марсовом поле – публике предстояло увидеть грандиозное зрелище с участием лучших гладиаторов империи. С особым нетерпением ждали появления на арене прославленного воина Хелидона. Никто не сомневался, что он станет победителем, но, когда его триумф был уже близок, Хелидон вдруг упал замертво.2011-01-26Но чтобы зажить, надо еще дожить до светлого момента	2011-01-15Да, это исторический роман о гладиаторах. И отнюдь не только рабы, вроде доблестного Спартака, попадали в подвалы Колизея. Там хватало и добровольцев, получавших жалованье, строивших планы на то, как они заживут, когда истечет срок договора и можно будет повесить грозные боевые железки на гвоздик в чулане.	2010-12-10А вокруг Колизея кипит жизнь, в которой есть место не только простым радостям на тему «хлеба и зрелищ», но и заговорам, тайнам, интригам	2010-09-15Подобно нашему Борису Акунину, итальянка с русским мужским именем Данила взялась за перо поздно - в 40 лет и работает в том же наитруднейшем жанре исторического детектива.	2010-09-15Итальянская писательница Данила Комастри Монтанари выбрала если не счастливую, то необременительную литературную судьбу. Итальянцы, считающие себя основателями европейской культуры не меньше, чем французы со своими фратерните-эгалите, только, видимо, и ждали легкого, захватывающего чтения из времен могущества Рима времен Цезарей. "Идущие на смерть приветствуют тебя" - первое издание относится к 1994 году - второй роман ("Проклятие рода Плавиев" - первый) о сыщике-любителе Публии Аврелии Стации.	;http://inostrankabooks.ru/ru/book/11591/
Спящий мореплаватель;http://inostrankabooks.ru/img/book/w240/978-5-389-01695-8.jpg;Отдельные проекты (Издательство «Иностранка»);Абилио Эстевес;Купить электронную книгу: На Кубу надвигается страшный тропический ураган. Представители нескольких поколений семьи Годинес заперты в старом доме на побережье. Им предстоит терпеливо пережидать бурю под одной крышей, словно в Ноевом ковчеге. “Революция приучила кубинцев все время чего-то ждать”, — говорит писатель Абилио Эстевес. Но один из героев его романа ждать не намерен: воспользовавшись затишьем перед бурей, он отвязывает от причала старую лодку и берет курс на север, прочь с Кубы. Так когда-то поступил и сам автор, покинув “остров Свободы” в поисках этой самой свободы. Эта книга не о том, как люди бежали от революции, а о мечтах, счастье, свободе и о том, как страшно, когда в жизни им не остается места…2011-06-16На Кубу надвигается страшный тропический ураган. Представители нескольких поколений семьи Годинес заперты в старом доме на побережье. Им предстоит терпеливо пережидать бурю под одной крышей, словно в Ноевом ковчеге.	;http://inostrankabooks.ru/ru/book/13576/
Влюбленная в море;http://inostrankabooks.ru/img/book/w240/978-5-389-08149-9.jpg;Романтическая коллекция (Издательство «Иностранка»);Барбара Картленд; Корсар Родни Хокхерст мечтает о собственном корабле, о подвигах, богатстве и славе. А еще он жаждет завоевать сердце прекрасной Филлиды, но девушка и слышать не хочет о замужестве. И в море рядом с Родни оказалась ее сводная сестра, юная и отчаянно смелая. Их ждут захватывающие и смертельно опасные приключения — и кто знает, что уготовила им судьба?;http://inostrankabooks.ru/ru/book/23030/
Спор богинь;http://inostrankabooks.ru/img/book/w240/978-5-389-05014-3.jpg;Романтическая коллекция (Издательство «Иностранка»);Барбара Картленд;Купить электронную книгу:&nbsp,&nbsp, Барбара Картленд – королева любовного романа, написавшая более 700 книг, которые переведены на 38 языков и стали основой для экранизаций. Книга рекордов Гиннесса отмечает ее как самую успешную писательницу Великобритании. Яркие и захватывающие, полные нежности и романтики произведения этой экстравагантной англичанки, обожавшей светскую жизнь, розовые платья и пекинесов, навсегда пленили сердца миллионов женщин во всем мире. На сегодняшний день продано более миллиарда экземпляров книг Барбары Картленд. «Человечество способно дотянуться до звезд, но лишь посредством чистой любви». «Поистине любовь правит миром и всей Вселенной».;http://inostrankabooks.ru/ru/book/18258/
Самый красивый в мире мужчина;http://inostrankabooks.ru/img/book/w240/978-5-389-01736-8.jpg;Отдельные проекты (Издательство «Иностранка»);Джил Маршалл; Что может связывать домохозяйку из Хэмпшира, стриптизершу из Таранаки и сотрудницу лондонского издательства? Всем трем сильно подпортил жизнь Самый Красивый в Мире Мужчина. Но лишь после того, как его находят утонувшим в бассейне, женщины узнают страшную правду — о себе, друг о друге и о человеке, за которым десятилетиями гонялись по свету. Впервые встретившись в лос-анджелесском полицейском участке, они понимают, насколько обманчивой может быть мужская красота.2011-08-12Логичным будет предположить, что экс-соперницы сначала передерутся и предадут анафеме лжеца, а после примирительно разрыдаются друг дружке в жилетку к вящему удовольствию сторонниц феминизма.	2011-04-26Что может связывать домохозяйку из Хэмпшира, стриптизершу из Таранаки и сотрудницу лондонского издательства? Всем трем сильно подпортил жизнь Самый Красивый в Мире Мужчина.	2011-04-01Роман – опровержение знаменитого высказывания Достоевского «Красота спасет мир». Конечно, случается, что прелести нежной томной девушки смягчают чье-то злобное сердце. 	;http://inostrankabooks.ru/ru/book/12538/
Вкус Франции: классика жанра;http://inostrankabooks.ru/img/book/w240/978-5-389-06103-3.jpg;Высокая кухня (Издательство «КоЛибри»);Анн-Софи Пик; Анн-Софи Пик – единственная во Франции шеф-повар, достигшая вершин гастрономического рейтинга: ее ресторан «Дом Пик» отмечен высшим и самым желанным отличием – тремя звездами «Красного путеводителя» Мишлен. Анн-Софи – достойная наследница четырех поколений шеф-поваров. Помимо знаменитого «Дома Пик», в Валансе у неё кулинарная школа Scook, бистро «7», пятизвездочный отель «Дом Пик», лавка деликатесов «L`ePlCerie», а еще –Ресторан «Анн-Софи Пик» в пятизвездочном «Beau Rivage Palace» в Лозанне и ресторан  «Дама Пик» в Париже. В 2007 году 8000 шеф-поваров, упомянутых в путеводителе Мишлен, избрали Анн-Софи Пик лучшим шеф-поваром года. Она стала первой женщиной, получившей это звание. В 2011 году Анн-Софи была награждена премией «Veuve Clicquot» как «лучшая в мире женщина шеф-повар».Авторская кухня Анн-Софи Пик так же уникальна, как и ее создательница. Анн-Софи переосмысливает лучшие классические рецепты, дерзко сочетает вкусы и ароматы, изобретает новые приправы, обожает воздушные консистенции, упрощает способы приготовления, призывая читателей к сотрудничеству и эксперименту. «Дерзайте!», «Пробуйте!», «А теперь ваш ход!» - повторяет она. И удача сопутствует ей… ;http://inostrankabooks.ru/ru/book/18170/
Снеговик;http://inostrankabooks.ru/img/book/w240/978-5-389-11463-0.jpg;Авторская серия Ю Несбё (Издательство «Иностранка»);Ю Несбё;Купить электронную книгу:&nbsp,&nbsp, Ю Несбё — самый известный норвежский писатель, обладатель более двух десятков наград в номинациях «Книга года», «Лучший детектив года», «Выбор читателей», премии «Стеклянный ключ» за лучший скандинавский триллер. Его романы, переведенные более чем на 40 языков, отличает напряженная, безукоризненно выстроенная интрига, яркие характеры и всегда неожиданная развязка.Уже несколько лет в тот день, когда выпадает первый снег, в Норвегии бесследно исчезают замужние женщины. Невинная детская игра в снеговика оборачивается кошмаром, а для Харри Холе погоня за серийным убийцей становится охотой на тень. Преступник будто дразнит старшего инспектора, обретая все новые и новые обличья..Хронология серии детективов о Харри Холе:1.	Нетопырь2.	Тараканы3.	Красношейка4.	Немезида5.	Пентаграмма6.	Спаситель7.	Снеговик8.	Леопард 9.	Призрак 10. Полиция;http://inostrankabooks.ru/ru/book/25468/
Грезы наяву;http://inostrankabooks.ru/img/book/w240/978-5-389-05025-9.jpg;Романтическая коллекция (Издательство «Иностранка»);Барбара Картленд;Купить электронную книгу:&nbsp,&nbsp, Мелите совсем не хотелось расставаться с родительским домом, где она была так счастлива, но богатые родственники нашли для осиротевшей девушки место компаньонки в Сэрл-Парке. Ей предстояло сделать из строптивой дочери маркиза «истинную леди». Если бы юная и нежная Мелита только знала, какие опасные и увлекательные приключения ждут ее на новом месте…;http://inostrankabooks.ru/ru/book/18377/
Знай, что я тебя люблю;http://inostrankabooks.ru/img/book/w240/978-5-389-00709-3.jpg;Отдельные проекты (Издательство «Иностранка»);Луис Леанте; История двух потерявших друг друга на многие годы возлюбленных не просто полна драматизма, но и разворачивается на весьма необычном фоне. Покинув родной город и привычные условия жизни, героиня отправляется в Западную Сахару, где после тяжелейших испытаний вновь обретает казавшееся недостижимым счастьем.2010-12-17Четверть века назад на одной из шумных улиц Барселоны встретились Монтсе, девушка из богатой и уважаемой семьи, и житель беднейшего квартала Барселонета по имени Сантиаго. Роман, продолжавшийся всего несколько месяцев, завершился ссорой влюбленных, и встретиться они смогли лишь спустя много лет - не в родной Испании, а в одном из поселений Западной Сахары. Узнав о том, что ее бывший возлюбленный, вопреки слухам, не погиб во время военных действий, доктор Камбра отправляется в Северную Африку, чтобы исправить ошибки прошлого.	2010-04-23«Знай, что я люблю тебя» — строчка из пасодобля. Давным-давно юноша и девушка танцевали под эту мелодию. Потом они расстались. И протанцевали двадцать пять лет каждый в одиночку или с другим партнером, но годы прошли — и они встретились. Вот, собственно, и весь сюжет — такой же нехитрый, как и сама песенка.	2010-04-08Луис Леанте, крупная фигура малоизвестной у нас испанской литературы, сочиняет прозу в перерывах между чтением лекций в университете города Аликанте.	;http://inostrankabooks.ru/ru/book/878/
Требуется обручальное кольцо;http://inostrankabooks.ru/img/book/w240/978-5-389-05611-4.jpg;Романтическая коллекция (Издательство «Иностранка»);Барбара Картленд;Купить электронную книгу:&nbsp,&nbsp, Юная аристократка сбежала из дома с красивым актером и стала актрисой мюзик-холла. Однажды Рози, уже немолодая и одинокая, с удивлением узнает, что у нее есть племянница, которую так же, как и ее саму, не признает знатная родня. Осиротевшая девушка обращается к тетке за помощью, и та решает сделать ее орудием своей мести…;http://inostrankabooks.ru/ru/book/18156/
Иерусалим;http://inostrankabooks.ru/img/book/w240/978-5-389-07677-8.jpg;Высокая кухня (Издательство «КоЛибри»);Сами Тамими; Йотам Оттоленги и Сами Тамими выросли в Иерусалиме (первый в еврейской семье, а второй в палестинской), но впервые встретились спустя много лет в Лондоне. Друзьям и партнерам по бизнесу принадлежат сеть кафе «Оттоленги», фешенебельный ресторан NOPI, оба они преподают в знаменитой лондонской кулинарной школе Leiths. В этой книге авторы не только собрали воедино любимые рецепты, они создали настоящий путеводитель по многоликому Иерусалиму. Читатель побывает и в модном ресторане, где подают изысканные блюда, и в невзрачной забегаловке, где можно отведать самый лучший в мире фалафель. Пряные ароматы ливийской кухни, острый вкус армянской… Не желаете узнать, где готовят идеальный хумус, или предпочтете перекусить кеббехом? И пусть вас не пугают незнакомые названия. От экзотических сладостей до аппетитных закусок-меззе – все легко приготовить дома. Иерусалим – город, соединивший время и вечность, здесь все собираются вместе, здесь все за одним столом наслаждаются вкусной едой и приятной беседой.;http://inostrankabooks.ru/ru/book/22271/
Про варенье. 46 вкусных наклеек;http://inostrankabooks.ru/img/book/w240/978-5-389-11335-0.jpg;Высокая кухня (Издательство «КоЛибри»);Алёна Долецкая; 46 наклеек в специальной упаковке.Наклейки разработаны специально для Алёны Долецкой блистательной художницей Санта Марией.ИДЕАЛЬНО ДЛЯ ДОМАШНЕГО ВАРЕНЬЯ И НЕ ТОЛЬКО.;http://inostrankabooks.ru/ru/book/25283/
Тёзка;http://inostrankabooks.ru/img/book/w240/978-5-389-00808-3.jpg;Отдельные проекты (Издательство «Иностранка»);Джумпа Лахири; У героя романа уникальное имя – Гоголь: даже русский писатель, в честь которого он был назван, носил другое – Николай. Родители Гоголя, бенгальцы из Калькутты, эмигрировали в США в 60-е годы. Мальчик и его сестра родились уже в Америке. Если родители продолжают ощущать себя бенгальцами, соблюдают традиции своей родины, то Гоголь стремится быть стопроцентным американцем. С этим стремлением связана и его борьба с собственным именем, которое кажется ему смехотворным. Он из принципа не открывает книгу своего «тезки», подаренную ему отцом. Гоголь меняет имя, пытается обзавестись нормальной семьей, но в какой-то момент вдруг осознает, что его избранницы-американки ему совершенно чужды. Встреча с бенгалкой Мушуми тоже не приносит герою счастья. Неужели виною всему тот, чья фамилия стала его судьбой?2011-02-11Проникновенная семейная история об индийских иммигрантах в Америке, умудрившихся назвать своего первенца... Гоголем	2010-10-27В тех случаях, когда человека зовут Том или Дик, Саша или Андрюша, у него не возникает никаких проблем с именем. Людей с такими распространенными именами, как правило, называют по прозвищу: «Текс», «Рыжий», «Дрын» и так далее. Другое дело, если родители изобрели для тебя что-нибудь необычное.	2010-10-26Приятно, что дочь индийских иммигрантов Джумпа Лахири не стремится выжать из "западно-восточной" темы ничего такого, что из нее обычно принято выжимать.	2010-10-15Живущая в Великобритании сорокатрехлетняя американка бенгальского происхождения блестяще дебютировала в 1999 году сборником рассказов, принесшим ей Пулитцеровскую премию.	2010-10-14Книга о страданиях интеллигентного американского индуса по имени Гоголь.	2010-09-15Американка бенгальского происхождения, что скрывается под литературным псевдонимом Джумпа Лахири, сделала в творчестве акцент на иммигрантскую тематику, рассказывая о людях, вынужденных искать компромисс между духовными ценностями исторической родины и обычаями страны, ставшей для них домом. 	2010-08-13Американская писательница индийского происхождения заработала Пулитцеровскую премию первой же книгой рассказов о людях, вынужденных осваиваться в чужой среде и культуре. Так Лахири, которую в США привезли родители, из своего личного житейского опыта добыла настоящее золото.	2010-07-20У героя романа уникальное имя – Гоголь. Родители назвали его в честь великого русского писателя. Они бенгальцы из Калькутты, эмигрировали в США в 60-е годы	;http://inostrankabooks.ru/ru/book/11074/
